var_from,var_to,corr
Alkaline phosphatase (IU/L),Globulin (g/L),-0.1478
"Glucose, refrigerated serum (mmol/L)",Globulin (g/L),0.0432
Potassium (mmol/L),Globulin (g/L),-0.0097
Mean cell hemoglobin (pg),Globulin (g/L),-0.1351
Segmented neutrophils percent (%),Globulin (g/L),0.0744
Lymphocyte percent (%),Globulin (g/L),-0.0875
"Albumin, urine (mg/L)",Globulin (g/L),0.0184
Total protein (g/L),Globulin (g/L),0.7585
Osmolality (mmol/Kg),Globulin (g/L),-0.1766
Red cell distribution width (%),Globulin (g/L),0.1022
Eosinophils percent (%),Globulin (g/L),-0.0755
Red blood cell count (million cells/uL),"Glucose, refrigerated serum (mmol/L)",0.017
Potassium (mmol/L),"Glucose, refrigerated serum (mmol/L)",-0.0315
Platelet count (1000 cells/uL),"Glucose, refrigerated serum (mmol/L)",0.0947
Alkaline phosphatase (IU/L),"Glucose, refrigerated serum (mmol/L)",0.1185
Sodium (mmol/L),"Glucose, refrigerated serum (mmol/L)",0.0394
Lymphocyte percent (%),"Glucose, refrigerated serum (mmol/L)",-0.0226
Mean cell hemoglobin (pg),"Glucose, refrigerated serum (mmol/L)",0.0188
Hematocrit (%),"Glucose, refrigerated serum (mmol/L)",0.0217
Phosphorus (mmol/L),"Glucose, refrigerated serum (mmol/L)",0.0456
Aspartate aminotransferase AST (U/L),"Glucose, refrigerated serum (mmol/L)",0.047
Alanine aminotransferase ALT (U/L),"Glucose, refrigerated serum (mmol/L)",0.0735
Hemoglobin (g/dL),"Glucose, refrigerated serum (mmol/L)",0.0289
Basophils percent (%),"Glucose, refrigerated serum (mmol/L)",-0.043
Segmented neutrophils percent (%),"Glucose, refrigerated serum (mmol/L)",0.0314
"Albumin, urine (mg/L)","Glucose, refrigerated serum (mmol/L)",0.0536
"Triglycerides, refrigerated  (mmol/L)","Glucose, refrigerated serum (mmol/L)",0.0119
"Iron, refrigerated serum  (umol/L)","Glucose, refrigerated serum (mmol/L)",-0.1401
Mean cell volume (fL),"Glucose, refrigerated serum (mmol/L)",0.0068
Uric acid (umol/L),"Glucose, refrigerated serum (mmol/L)",-0.0295
Gamma glutamyl transferase (U/L),"Glucose, refrigerated serum (mmol/L)",0.0597
Red cell distribution width (%),"Glucose, refrigerated serum (mmol/L)",-0.0149
Mean platelet volume (fL),"Glucose, refrigerated serum (mmol/L)",-0.0265
Lactate dehydrogenase (U/L),"Glucose, refrigerated serum (mmol/L)",0.0314
Monocyte percent (%),"Glucose, refrigerated serum (mmol/L)",-0.0551
Total bilirubin (umol/L),"Glucose, refrigerated serum (mmol/L)",-0.0936
"Cotinine, Serum (ng/mL)","Glucose, refrigerated serum (mmol/L)",-0.0951
Chloride (mmol/L),"Glucose, refrigerated serum (mmol/L)",-0.0322
Eosinophils percent (%),"Glucose, refrigerated serum (mmol/L)",-0.0501
Glycohemoglobin (%),"Glucose, refrigerated serum (mmol/L)",0.0876
Bicarbonate (mmol/L),"Glucose, refrigerated serum (mmol/L)",-0.0145
White blood cell count (1000 cells/uL),"Glucose, refrigerated serum (mmol/L)",0.0607
Total protein (g/L),"Glucose, refrigerated serum (mmol/L)",0.0102
Osmolality (mmol/Kg),"Glucose, refrigerated serum (mmol/L)",0.2562
"Cotinine, Serum (ng/mL)","Iron, refrigerated serum  (umol/L)",0.0644
Monocyte percent (%),"Iron, refrigerated serum  (umol/L)",-0.0236
Chloride (mmol/L),"Iron, refrigerated serum  (umol/L)",-0.1762
Sodium (mmol/L),"Iron, refrigerated serum  (umol/L)",0.0315
Red blood cell count (million cells/uL),"Iron, refrigerated serum  (umol/L)",0.1367
Mean platelet volume (fL),"Iron, refrigerated serum  (umol/L)",0.0441
Bicarbonate (mmol/L),"Iron, refrigerated serum  (umol/L)",0.1112
"Triglycerides, refrigerated  (mmol/L)","Iron, refrigerated serum  (umol/L)",0.0762
Mean cell hemoglobin (pg),"Iron, refrigerated serum  (umol/L)",0.3967
Alanine aminotransferase ALT (U/L),"Iron, refrigerated serum  (umol/L)",0.0476
White blood cell count (1000 cells/uL),"Iron, refrigerated serum  (umol/L)",-0.1903
Eosinophils percent (%),"Iron, refrigerated serum  (umol/L)",0.0413
Phosphorus (mmol/L),"Iron, refrigerated serum  (umol/L)",-0.0213
Total bilirubin (umol/L),"Iron, refrigerated serum  (umol/L)",0.4571
Mean cell volume (fL),"Iron, refrigerated serum  (umol/L)",0.341
Red cell distribution width (%),"Iron, refrigerated serum  (umol/L)",-0.3757
Aspartate aminotransferase AST (U/L),"Iron, refrigerated serum  (umol/L)",0.144
Segmented neutrophils percent (%),"Iron, refrigerated serum  (umol/L)",-0.1405
Lactate dehydrogenase (U/L),"Iron, refrigerated serum  (umol/L)",-0.0052
Glycohemoglobin (%),"Iron, refrigerated serum  (umol/L)",-0.1235
Lymphocyte percent (%),"Iron, refrigerated serum  (umol/L)",0.1857
Alkaline phosphatase (IU/L),"Iron, refrigerated serum  (umol/L)",0.0573
Potassium (mmol/L),"Iron, refrigerated serum  (umol/L)",0.064
"Albumin, urine (mg/L)","Iron, refrigerated serum  (umol/L)",-0.0452
Hemoglobin (g/dL),"Iron, refrigerated serum  (umol/L)",0.4139
Basophils percent (%),"Iron, refrigerated serum  (umol/L)",0.0799
Total protein (g/L),"Iron, refrigerated serum  (umol/L)",0.0786
Gamma glutamyl transferase (U/L),"Iron, refrigerated serum  (umol/L)",0.0728
Osmolality (mmol/Kg),"Iron, refrigerated serum  (umol/L)",0.0121
Hematocrit (%),"Iron, refrigerated serum  (umol/L)",0.3675
Uric acid (umol/L),"Iron, refrigerated serum  (umol/L)",0.255
Platelet count (1000 cells/uL),"Iron, refrigerated serum  (umol/L)",-0.1546
Sodium (mmol/L),Phosphorus (mmol/L),0.0314
Total protein (g/L),Phosphorus (mmol/L),-0.1325
Potassium (mmol/L),Phosphorus (mmol/L),0.2197
Uric acid (umol/L),Phosphorus (mmol/L),-0.1064
Segmented neutrophils percent (%),Phosphorus (mmol/L),-0.2366
Hemoglobin (g/dL),Phosphorus (mmol/L),-0.0837
"Triglycerides, refrigerated  (mmol/L)",Phosphorus (mmol/L),0.0015
White blood cell count (1000 cells/uL),Phosphorus (mmol/L),-0.0525
Aspartate aminotransferase AST (U/L),Phosphorus (mmol/L),0.1048
Osmolality (mmol/Kg),Phosphorus (mmol/L),0.0815
Red blood cell count (million cells/uL),Phosphorus (mmol/L),0.0464
Hematocrit (%),Phosphorus (mmol/L),-0.0878
Alanine aminotransferase ALT (U/L),Phosphorus (mmol/L),-0.0046
Mean platelet volume (fL),Phosphorus (mmol/L),-0.1219
"Cotinine, Serum (ng/mL)",Phosphorus (mmol/L),-0.1324
Mean cell volume (fL),Phosphorus (mmol/L),-0.2051
Platelet count (1000 cells/uL),Phosphorus (mmol/L),0.0564
"Albumin, urine (mg/L)",Phosphorus (mmol/L),0.0737
Gamma glutamyl transferase (U/L),Phosphorus (mmol/L),-0.1078
Glycohemoglobin (%),Phosphorus (mmol/L),0.1964
Monocyte percent (%),Phosphorus (mmol/L),0.0296
Bicarbonate (mmol/L),Phosphorus (mmol/L),0.0081
Lactate dehydrogenase (U/L),Phosphorus (mmol/L),0.2816
Eosinophils percent (%),Phosphorus (mmol/L),0.1439
Chloride (mmol/L),Phosphorus (mmol/L),-0.0741
Basophils percent (%),Phosphorus (mmol/L),0.0424
Total bilirubin (umol/L),Phosphorus (mmol/L),-0.0534
Red cell distribution width (%),Phosphorus (mmol/L),0.1409
Lymphocyte percent (%),Phosphorus (mmol/L),0.2389
Alkaline phosphatase (IU/L),Phosphorus (mmol/L),0.5639
Mean cell hemoglobin (pg),Phosphorus (mmol/L),-0.1743
Platelet count (1000 cells/uL),Total bilirubin (umol/L),-0.1517
Red cell distribution width (%),Total bilirubin (umol/L),-0.1952
Eosinophils percent (%),Total bilirubin (umol/L),-0.0369
Gamma glutamyl transferase (U/L),Total bilirubin (umol/L),0.0104
White blood cell count (1000 cells/uL),Total bilirubin (umol/L),-0.1073
Segmented neutrophils percent (%),Total bilirubin (umol/L),-0.0094
Uric acid (umol/L),Total bilirubin (umol/L),0.1739
Hematocrit (%),Total bilirubin (umol/L),0.2595
Lactate dehydrogenase (U/L),Total bilirubin (umol/L),0.019
Monocyte percent (%),Total bilirubin (umol/L),0.0769
Mean cell hemoglobin (pg),Total bilirubin (umol/L),0.22
Lymphocyte percent (%),Total bilirubin (umol/L),-0.0333
Aspartate aminotransferase AST (U/L),Total bilirubin (umol/L),0.0965
Bicarbonate (mmol/L),Total bilirubin (umol/L),0.1505
Chloride (mmol/L),Total bilirubin (umol/L),-0.1469
"Triglycerides, refrigerated  (mmol/L)",Total bilirubin (umol/L),-0.0864
Potassium (mmol/L),Total bilirubin (umol/L),0.0468
Osmolality (mmol/Kg),Total bilirubin (umol/L),-0.0056
Basophils percent (%),Total bilirubin (umol/L),-0.058
Mean platelet volume (fL),Total bilirubin (umol/L),0.0844
Red blood cell count (million cells/uL),Total bilirubin (umol/L),0.1415
Alanine aminotransferase ALT (U/L),Total bilirubin (umol/L),0.0598
Glycohemoglobin (%),Total bilirubin (umol/L),-0.1701
Sodium (mmol/L),Total bilirubin (umol/L),0.0123
Alkaline phosphatase (IU/L),Total bilirubin (umol/L),0.0311
"Cotinine, Serum (ng/mL)",Total bilirubin (umol/L),0.046
Mean cell volume (fL),Total bilirubin (umol/L),0.1703
Hemoglobin (g/dL),Total bilirubin (umol/L),0.2921
Total protein (g/L),Total bilirubin (umol/L),0.0816
"Albumin, urine (mg/L)",Total bilirubin (umol/L),-0.0632
"Triglycerides, refrigerated  (mmol/L)",Total protein (g/L),0.058
Glycohemoglobin (%),Total protein (g/L),0.012
Chloride (mmol/L),Total protein (g/L),-0.3912
Osmolality (mmol/Kg),Total protein (g/L),-0.1
White blood cell count (1000 cells/uL),Total protein (g/L),0.0813
Lymphocyte percent (%),Total protein (g/L),-0.0694
Basophils percent (%),Total protein (g/L),-0.01
Alkaline phosphatase (IU/L),Total protein (g/L),-0.1242
Red blood cell count (million cells/uL),Total protein (g/L),0.2159
Potassium (mmol/L),Total protein (g/L),-0.0329
Bicarbonate (mmol/L),Total protein (g/L),0.1058
Hemoglobin (g/dL),Total protein (g/L),0.174
Mean cell hemoglobin (pg),Total protein (g/L),-0.0298
Sodium (mmol/L),Total protein (g/L),-0.1082
Lactate dehydrogenase (U/L),Total protein (g/L),-0.1004
"Albumin, urine (mg/L)",Total protein (g/L),0.0048
Mean platelet volume (fL),Total protein (g/L),-0.0381
Monocyte percent (%),Total protein (g/L),-0.0635
Aspartate aminotransferase AST (U/L),Total protein (g/L),-0.0017
"Cotinine, Serum (ng/mL)",Total protein (g/L),-0.0704
Segmented neutrophils percent (%),Total protein (g/L),0.0828
Platelet count (1000 cells/uL),Total protein (g/L),0.1712
Eosinophils percent (%),Total protein (g/L),-0.1132
Hematocrit (%),Total protein (g/L),0.2083
Red cell distribution width (%),Total protein (g/L),0.0013
Alanine aminotransferase ALT (U/L),Total protein (g/L),0.0458
Mean cell volume (fL),Total protein (g/L),-0.0217
Gamma glutamyl transferase (U/L),Total protein (g/L),0.1881
Uric acid (umol/L),Total protein (g/L),0.0625
Hemoglobin (g/dL),"Triglycerides, refrigerated  (mmol/L)",0.2161
Aspartate aminotransferase AST (U/L),"Triglycerides, refrigerated  (mmol/L)",0.1849
Alkaline phosphatase (IU/L),"Triglycerides, refrigerated  (mmol/L)",-1e-04
Hematocrit (%),"Triglycerides, refrigerated  (mmol/L)",0.1981
Alanine aminotransferase ALT (U/L),"Triglycerides, refrigerated  (mmol/L)",0.3227
Red blood cell count (million cells/uL),"Triglycerides, refrigerated  (mmol/L)",0.2056
Segmented neutrophils percent (%),"Triglycerides, refrigerated  (mmol/L)",0.0774
Lactate dehydrogenase (U/L),"Triglycerides, refrigerated  (mmol/L)",0.0682
Mean platelet volume (fL),"Triglycerides, refrigerated  (mmol/L)",-0.0171
Lymphocyte percent (%),"Triglycerides, refrigerated  (mmol/L)",-0.0407
Gamma glutamyl transferase (U/L),"Triglycerides, refrigerated  (mmol/L)",0.2601
"Albumin, urine (mg/L)","Triglycerides, refrigerated  (mmol/L)",-0.1156
Osmolality (mmol/Kg),"Triglycerides, refrigerated  (mmol/L)",-0.071
Platelet count (1000 cells/uL),"Triglycerides, refrigerated  (mmol/L)",0.1535
White blood cell count (1000 cells/uL),"Triglycerides, refrigerated  (mmol/L)",0.2595
Monocyte percent (%),"Triglycerides, refrigerated  (mmol/L)",-0.031
Bicarbonate (mmol/L),"Triglycerides, refrigerated  (mmol/L)",0.1075
Eosinophils percent (%),"Triglycerides, refrigerated  (mmol/L)",0.0096
Sodium (mmol/L),"Triglycerides, refrigerated  (mmol/L)",-0.0578
Basophils percent (%),"Triglycerides, refrigerated  (mmol/L)",-0.0569
Mean cell hemoglobin (pg),"Triglycerides, refrigerated  (mmol/L)",0.0361
Chloride (mmol/L),"Triglycerides, refrigerated  (mmol/L)",-0.2236
Red cell distribution width (%),"Triglycerides, refrigerated  (mmol/L)",-0.0138
"Cotinine, Serum (ng/mL)","Triglycerides, refrigerated  (mmol/L)",0.0725
Mean cell volume (fL),"Triglycerides, refrigerated  (mmol/L)",-0.02
Glycohemoglobin (%),"Triglycerides, refrigerated  (mmol/L)",-0.054
Potassium (mmol/L),"Triglycerides, refrigerated  (mmol/L)",-0.015
Uric acid (umol/L),"Triglycerides, refrigerated  (mmol/L)",0.197
Monocyte percent (%),Uric acid (umol/L),-0.0053
White blood cell count (1000 cells/uL),Uric acid (umol/L),0.1018
Bicarbonate (mmol/L),Uric acid (umol/L),0.0675
Mean platelet volume (fL),Uric acid (umol/L),0.078
Mean cell volume (fL),Uric acid (umol/L),0.0714
"Cotinine, Serum (ng/mL)",Uric acid (umol/L),0.0862
Basophils percent (%),Uric acid (umol/L),-0.0428
Alkaline phosphatase (IU/L),Uric acid (umol/L),0.0676
Glycohemoglobin (%),Uric acid (umol/L),-0.0349
Segmented neutrophils percent (%),Uric acid (umol/L),0.0849
Alanine aminotransferase ALT (U/L),Uric acid (umol/L),0.3029
Eosinophils percent (%),Uric acid (umol/L),0.0043
Chloride (mmol/L),Uric acid (umol/L),-0.0747
Platelet count (1000 cells/uL),Uric acid (umol/L),-0.0385
Lymphocyte percent (%),Uric acid (umol/L),-0.0803
"Albumin, urine (mg/L)",Uric acid (umol/L),0.0062
Hematocrit (%),Uric acid (umol/L),0.3914
Osmolality (mmol/Kg),Uric acid (umol/L),0.1199
Hemoglobin (g/dL),Uric acid (umol/L),0.3934
Gamma glutamyl transferase (U/L),Uric acid (umol/L),0.3426
Red cell distribution width (%),Uric acid (umol/L),-0.0856
Aspartate aminotransferase AST (U/L),Uric acid (umol/L),0.2005
Lactate dehydrogenase (U/L),Uric acid (umol/L),0.0784
Red blood cell count (million cells/uL),Uric acid (umol/L),0.3337
Sodium (mmol/L),Uric acid (umol/L),0.1072
Potassium (mmol/L),Uric acid (umol/L),-3e-04
Mean cell hemoglobin (pg),Uric acid (umol/L),0.1209
Sodium (mmol/L),Basophils percent (%),0.0023
Red blood cell count (million cells/uL),Basophils percent (%),0.0691
Platelet count (1000 cells/uL),Basophils percent (%),0.0058
Aspartate aminotransferase AST (U/L),Basophils percent (%),0.0467
Glycohemoglobin (%),Basophils percent (%),0.0235
Alanine aminotransferase ALT (U/L),Basophils percent (%),-0.0016
Osmolality (mmol/Kg),Basophils percent (%),0.0135
Red cell distribution width (%),Basophils percent (%),0.0287
Monocyte percent (%),Basophils percent (%),0.1358
Segmented neutrophils percent (%),Basophils percent (%),-0.2668
Gamma glutamyl transferase (U/L),Basophils percent (%),0.0452
Hematocrit (%),Basophils percent (%),0.0256
Lymphocyte percent (%),Basophils percent (%),0.2067
Bicarbonate (mmol/L),Basophils percent (%),0.0359
Hemoglobin (g/dL),Basophils percent (%),0.0114
"Albumin, urine (mg/L)",Basophils percent (%),-0.0082
Eosinophils percent (%),Basophils percent (%),0.2913
Mean platelet volume (fL),Basophils percent (%),0.0699
Alkaline phosphatase (IU/L),Basophils percent (%),0.0594
"Cotinine, Serum (ng/mL)",Basophils percent (%),-0.0248
Chloride (mmol/L),Basophils percent (%),-4e-04
Mean cell hemoglobin (pg),Basophils percent (%),-0.0716
Potassium (mmol/L),Basophils percent (%),0.1432
Mean cell volume (fL),Basophils percent (%),-0.07
White blood cell count (1000 cells/uL),Basophils percent (%),-0.2547
Lactate dehydrogenase (U/L),Basophils percent (%),-0.0151
Alkaline phosphatase (IU/L),"Cotinine, Serum (ng/mL)",-0.1509
Segmented neutrophils percent (%),"Cotinine, Serum (ng/mL)",0.0067
Lactate dehydrogenase (U/L),"Cotinine, Serum (ng/mL)",-0.1195
Hematocrit (%),"Cotinine, Serum (ng/mL)",0.0969
Mean cell volume (fL),"Cotinine, Serum (ng/mL)",0.0695
White blood cell count (1000 cells/uL),"Cotinine, Serum (ng/mL)",0.0356
Bicarbonate (mmol/L),"Cotinine, Serum (ng/mL)",0.0397
Monocyte percent (%),"Cotinine, Serum (ng/mL)",0.1044
Osmolality (mmol/Kg),"Cotinine, Serum (ng/mL)",-0.0991
Sodium (mmol/L),"Cotinine, Serum (ng/mL)",-0.0547
Mean platelet volume (fL),"Cotinine, Serum (ng/mL)",0.0385
Lymphocyte percent (%),"Cotinine, Serum (ng/mL)",-0.0448
Glycohemoglobin (%),"Cotinine, Serum (ng/mL)",-0.1104
Aspartate aminotransferase AST (U/L),"Cotinine, Serum (ng/mL)",-0.1246
Mean cell hemoglobin (pg),"Cotinine, Serum (ng/mL)",0.0716
Potassium (mmol/L),"Cotinine, Serum (ng/mL)",-0.0426
Eosinophils percent (%),"Cotinine, Serum (ng/mL)",0.0386
Alanine aminotransferase ALT (U/L),"Cotinine, Serum (ng/mL)",-0.0295
"Albumin, urine (mg/L)","Cotinine, Serum (ng/mL)",-0.0171
Red cell distribution width (%),"Cotinine, Serum (ng/mL)",-0.0599
Gamma glutamyl transferase (U/L),"Cotinine, Serum (ng/mL)",0.1054
Chloride (mmol/L),"Cotinine, Serum (ng/mL)",0.0263
Hemoglobin (g/dL),"Cotinine, Serum (ng/mL)",0.1004
Red blood cell count (million cells/uL),"Cotinine, Serum (ng/mL)",0.05
Platelet count (1000 cells/uL),"Cotinine, Serum (ng/mL)",0.0383
Segmented neutrophils percent (%),Eosinophils percent (%),-0.41
Alkaline phosphatase (IU/L),Eosinophils percent (%),0.1636
"Albumin, urine (mg/L)",Eosinophils percent (%),-0.0404
Chloride (mmol/L),Eosinophils percent (%),-0.0147
Hematocrit (%),Eosinophils percent (%),0.0783
Mean platelet volume (fL),Eosinophils percent (%),-1e-04
Mean cell hemoglobin (pg),Eosinophils percent (%),-0.0125
Glycohemoglobin (%),Eosinophils percent (%),0.0132
Monocyte percent (%),Eosinophils percent (%),0.177
Gamma glutamyl transferase (U/L),Eosinophils percent (%),-5e-04
White blood cell count (1000 cells/uL),Eosinophils percent (%),-0.2638
Lactate dehydrogenase (U/L),Eosinophils percent (%),0.0264
Osmolality (mmol/Kg),Eosinophils percent (%),0.0107
Sodium (mmol/L),Eosinophils percent (%),0.0341
Platelet count (1000 cells/uL),Eosinophils percent (%),-0.1437
Red blood cell count (million cells/uL),Eosinophils percent (%),0.0744
Potassium (mmol/L),Eosinophils percent (%),0.1737
Red cell distribution width (%),Eosinophils percent (%),-0.0033
Mean cell volume (fL),Eosinophils percent (%),0.0015
Aspartate aminotransferase AST (U/L),Eosinophils percent (%),0.0659
Bicarbonate (mmol/L),Eosinophils percent (%),0.1417
Alanine aminotransferase ALT (U/L),Eosinophils percent (%),0.0437
Lymphocyte percent (%),Eosinophils percent (%),0.2367
Hemoglobin (g/dL),Eosinophils percent (%),0.0592
Platelet count (1000 cells/uL),Glycohemoglobin (%),0.0417
Hematocrit (%),Glycohemoglobin (%),-0.163
Monocyte percent (%),Glycohemoglobin (%),0.0096
Osmolality (mmol/Kg),Glycohemoglobin (%),0.0661
Alkaline phosphatase (IU/L),Glycohemoglobin (%),0.1649
"Albumin, urine (mg/L)",Glycohemoglobin (%),0.0838
White blood cell count (1000 cells/uL),Glycohemoglobin (%),0.0219
Gamma glutamyl transferase (U/L),Glycohemoglobin (%),0.0449
Red blood cell count (million cells/uL),Glycohemoglobin (%),0.046
Red cell distribution width (%),Glycohemoglobin (%),0.344
Aspartate aminotransferase AST (U/L),Glycohemoglobin (%),0.1236
Mean cell volume (fL),Glycohemoglobin (%),-0.3202
Bicarbonate (mmol/L),Glycohemoglobin (%),-0.0294
Lymphocyte percent (%),Glycohemoglobin (%),0.0344
Lactate dehydrogenase (U/L),Glycohemoglobin (%),0.1495
Segmented neutrophils percent (%),Glycohemoglobin (%),-0.0334
Alanine aminotransferase ALT (U/L),Glycohemoglobin (%),0.0347
Potassium (mmol/L),Glycohemoglobin (%),-0.0211
Sodium (mmol/L),Glycohemoglobin (%),0.0394
Mean cell hemoglobin (pg),Glycohemoglobin (%),-0.3738
Hemoglobin (g/dL),Glycohemoglobin (%),-0.2313
Chloride (mmol/L),Glycohemoglobin (%),-0.0168
Mean platelet volume (fL),Glycohemoglobin (%),-0.05
Potassium (mmol/L),Hematocrit (%),0.1398
Lactate dehydrogenase (U/L),Hematocrit (%),-0.0412
Mean platelet volume (fL),Hematocrit (%),-0.0043
Alanine aminotransferase ALT (U/L),Hematocrit (%),0.2908
Bicarbonate (mmol/L),Hematocrit (%),0.2279
Hemoglobin (g/dL),Hematocrit (%),0.9653
"Albumin, urine (mg/L)",Hematocrit (%),-0.1944
Red cell distribution width (%),Hematocrit (%),-0.265
Alkaline phosphatase (IU/L),Hematocrit (%),0.0721
Chloride (mmol/L),Hematocrit (%),-0.2993
Gamma glutamyl transferase (U/L),Hematocrit (%),0.2825
Lymphocyte percent (%),Hematocrit (%),-0.0285
Mean cell volume (fL),Hematocrit (%),0.2824
