var_from,var_to,corr
Mean cell hemoglobin (pg),Vitamin K (mcg),0.0517
Segmented neutrophils percent (%),Vitamin K (mcg),0.0617
Globulin (g/L),Vitamin K (mcg),-0.0763
"Glucose, serum (mmol/L)",Vitamin K (mcg),-0.0362
Glycohemoglobin (%),Vitamin K (mcg),-0.0626
Mean platelet volume (fL),Vitamin K (mcg),0.0215
Chloride (mmol/L),Vitamin K (mcg),-0.0041
Cholesterol (mmol/L),Vitamin K (mcg),-0.0641
Mean cell volume (fL),Vitamin K (mcg),0.0634
Red blood cell count (million cells/uL),Vitamin K (mcg),-0.0036
"Bilirubin, total (umol/L)",Vitamin K (mcg),0.0139
Total calcium (mmol/L),Vitamin K (mcg),-0.0023
Monocyte number,Vitamin K (mcg),0.0387
Segmented neutrophils number,Vitamin K (mcg),0.0488
Blood urea nitrogen (mmol/L),Vitamin K (mcg),0.0634
Triglycerides (mmol/L),Vitamin K (mcg),-0.0834
Hematocrit (%),Vitamin K (mcg),0.0337
Alkaline phosphotase (U/L),Vitamin K (mcg),-0.0375
Hemoglobin (g/dL),Vitamin K (mcg),0.0325
Red cell distribution width (%),Vitamin K (mcg),-0.037
Sodium (mmol/L),Vitamin K (mcg),0.0273
Creatinine (umol/L),Vitamin K (mcg),0.041
Albumin (g/L),Vitamin K (mcg),0.0271
Lymphocyte percent (%),Vitamin K (mcg),-0.0752
Cotinine (ng/mL),Vitamin K (mcg),-0.1105
"Albumin, urine (mg/L) SI",Vitamin K (mcg),-0.059
Gamma glutamyl transferase (U/L),Vitamin K (mcg),-0.0386
Potassium (mmol/L),Vitamin K (mcg),0.0175
Alanine aminotransferase ALT (U/L),Vitamin K (mcg),0.0045
Total protein (g/L),Vitamin K (mcg),-0.0473
Basophils number,Vitamin K (mcg),0.0089
Lymphocyte number,Vitamin K (mcg),-0.0384
Blood urea nitrogen (mmol/L),Zinc (mg),0.1935
Uric acid (umol/L),Zinc (mg),0.0718
Monocyte percent (%),Zinc (mg),0.0887
Gamma glutamyl transferase (U/L),Zinc (mg),0.0303
Osmolality (mmol/Kg),Zinc (mg),0.1118
"Bilirubin, total (umol/L)",Zinc (mg),0.0818
Platelet count SI (1000 cells/uL),Zinc (mg),-0.0907
Alkaline phosphotase (U/L),Zinc (mg),0.0674
Sodium (mmol/L),Zinc (mg),0.0517
Total protein (g/L),Zinc (mg),0.0112
Hematocrit (%),Zinc (mg),0.1982
Creatinine (umol/L),Zinc (mg),0.1111
Chloride (mmol/L),Zinc (mg),-0.0489
Basophils percent (%),Zinc (mg),-2e-04
Red cell distribution width (%),Zinc (mg),-0.0772
Eosinophils percent (%),Zinc (mg),0.0507
Hemoglobin (g/dL),Zinc (mg),0.199
Total calcium (mmol/L),Zinc (mg),0.0774
Phosphorus (mmol/L),Zinc (mg),0.0513
Alanine aminotransferase ALT (U/L),Zinc (mg),0.107
Segmented neutrophils percent (%),Zinc (mg),0.0326
Mean cell volume (fL),Zinc (mg),0.0892
Mean platelet volume (fL),Zinc (mg),2e-04
Cholesterol (mmol/L),Zinc (mg),-0.0734
Lymphocyte percent (%),Zinc (mg),-0.0661
"Glucose, serum (mmol/L)",Zinc (mg),0.0208
Bicarbonate (mmol/L),Zinc (mg),0.0414
White blood cell count (1000 cells/uL),Zinc (mg),0.0164
Basophils number,Zinc (mg),0.0415
Potassium (mmol/L),Zinc (mg),0.0887
Red blood cell count (million cells/uL),Zinc (mg),0.1502
Monocyte number,Zinc (mg),0.0922
Eosinophils number,Zinc (mg),0.0329
"Iron, refigerated (umol/L)",Zinc (mg),0.0342
Triglycerides (mmol/L),Zinc (mg),-0.0347
Aspartate aminotransferase AST (U/L),Zinc (mg),0.0989
Lactate dehydrogenase LDH (U/L),Zinc (mg),0.0016
Globulin (g/L),Zinc (mg),-0.1208
Albumin (g/L),Zinc (mg),0.1547
Cotinine (ng/mL),Zinc (mg),-0.1369
Mean cell hemoglobin (pg),Zinc (mg),0.0781
"Albumin, urine (mg/L) SI",Zinc (mg),-0.0539
Lymphocyte number,Zinc (mg),-0.0438
Segmented neutrophils number,Zinc (mg),0.024
Glycohemoglobin (%),Zinc (mg),-0.0756
Segmented neutrophils number,Basophils number,0.2408
Red cell distribution width (%),Basophils number,0.0687
Albumin (g/L),Basophils number,0.0447
White blood cell count (1000 cells/uL),Basophils number,0.3067
Phosphorus (mmol/L),Basophils number,0.0682
Mean cell volume (fL),Basophils number,-0.1402
Mean cell hemoglobin (pg),Basophils number,-0.1201
Alkaline phosphotase (U/L),Basophils number,-0.0242
Platelet count SI (1000 cells/uL),Basophils number,0.1582
Blood urea nitrogen (mmol/L),Basophils number,0.0333
Uric acid (umol/L),Basophils number,0.0595
Creatinine (umol/L),Basophils number,0.0027
Mean platelet volume (fL),Basophils number,-0.026
Eosinophils number,Basophils number,0.1033
"Glucose, serum (mmol/L)",Basophils number,0.0272
Lymphocyte number,Basophils number,0.2202
Monocyte percent (%),Basophils number,-0.1149
Potassium (mmol/L),Basophils number,-0.0459
"Bilirubin, total (umol/L)",Basophils number,-0.1269
Globulin (g/L),Basophils number,-0.0249
Sodium (mmol/L),Basophils number,0.0324
Aspartate aminotransferase AST (U/L),Basophils number,0.0333
Total calcium (mmol/L),Basophils number,0.0414
Lymphocyte percent (%),Basophils number,-0.093
Triglycerides (mmol/L),Basophils number,0.1248
Bicarbonate (mmol/L),Basophils number,-0.0613
Cholesterol (mmol/L),Basophils number,0.0193
Segmented neutrophils percent (%),Basophils number,0.0626
Red blood cell count (million cells/uL),Basophils number,0.0842
Glycohemoglobin (%),Basophils number,0.0603
Hemoglobin (g/dL),Basophils number,4e-04
Hematocrit (%),Basophils number,0.0043
"Iron, refigerated (umol/L)",Basophils number,-0.1149
Alanine aminotransferase ALT (U/L),Basophils number,0.0266
Gamma glutamyl transferase (U/L),Basophils number,0.0409
Eosinophils percent (%),Basophils number,0.072
Basophils percent (%),Basophils number,0.2167
Cotinine (ng/mL),Basophils number,0.0889
Total protein (g/L),Basophils number,0.0228
"Albumin, urine (mg/L) SI",Basophils number,0.0392
Monocyte number,Basophils number,0.177
Chloride (mmol/L),Basophils number,0.0024
Lactate dehydrogenase LDH (U/L),Basophils number,0.0195
Osmolality (mmol/Kg),Basophils number,0.0468
Chloride (mmol/L),Eosinophils number,-0.0359
Bicarbonate (mmol/L),Eosinophils number,0.0417
"Bilirubin, total (umol/L)",Eosinophils number,-0.0782
Basophils percent (%),Eosinophils number,0.1011
Eosinophils percent (%),Eosinophils number,0.4914
Uric acid (umol/L),Eosinophils number,0.0442
Mean cell hemoglobin (pg),Eosinophils number,-0.0584
Lactate dehydrogenase LDH (U/L),Eosinophils number,-0.0249
Phosphorus (mmol/L),Eosinophils number,0.0595
"Albumin, urine (mg/L) SI",Eosinophils number,-0.0279
Aspartate aminotransferase AST (U/L),Eosinophils number,0.0407
Cholesterol (mmol/L),Eosinophils number,0.0467
Osmolality (mmol/Kg),Eosinophils number,0.0287
Platelet count SI (1000 cells/uL),Eosinophils number,0.0681
Triglycerides (mmol/L),Eosinophils number,0.0555
Segmented neutrophils number,Eosinophils number,0.0461
Total protein (g/L),Eosinophils number,0.0292
Albumin (g/L),Eosinophils number,0.0804
Mean cell volume (fL),Eosinophils number,-0.0502
Gamma glutamyl transferase (U/L),Eosinophils number,0.0327
Total calcium (mmol/L),Eosinophils number,0.0944
Monocyte number,Eosinophils number,0.0569
Hemoglobin (g/dL),Eosinophils number,0.0947
Monocyte percent (%),Eosinophils number,-0.07
Red blood cell count (million cells/uL),Eosinophils number,0.1353
Creatinine (umol/L),Eosinophils number,-0.0257
Glycohemoglobin (%),Eosinophils number,0.0508
Segmented neutrophils percent (%),Eosinophils number,-0.0885
"Iron, refigerated (umol/L)",Eosinophils number,0.0058
Hematocrit (%),Eosinophils number,0.1049
"Glucose, serum (mmol/L)",Eosinophils number,0.0512
Cotinine (ng/mL),Eosinophils number,0.0595
Lymphocyte percent (%),Eosinophils number,0.0607
Alkaline phosphotase (U/L),Eosinophils number,0.0739
Alanine aminotransferase ALT (U/L),Eosinophils number,0.0193
White blood cell count (1000 cells/uL),Eosinophils number,0.1233
Red cell distribution width (%),Eosinophils number,0.0415
Mean platelet volume (fL),Eosinophils number,0.0039
Blood urea nitrogen (mmol/L),Eosinophils number,0.0046
Lymphocyte number,Eosinophils number,0.1812
Globulin (g/L),Eosinophils number,-0.0377
Sodium (mmol/L),Eosinophils number,0.0208
Potassium (mmol/L),Eosinophils number,-0.0434
Cholesterol (mmol/L),Lymphocyte number,0.0394
Glycohemoglobin (%),Lymphocyte number,0.04
Mean platelet volume (fL),Lymphocyte number,0.021
Chloride (mmol/L),Lymphocyte number,-0.0031
Hemoglobin (g/dL),Lymphocyte number,-0.006
Cotinine (ng/mL),Lymphocyte number,0.0462
Segmented neutrophils number,Lymphocyte number,0.2507
Phosphorus (mmol/L),Lymphocyte number,0.192
Potassium (mmol/L),Lymphocyte number,-0.2171
Eosinophils percent (%),Lymphocyte number,0.0249
Alkaline phosphotase (U/L),Lymphocyte number,0.0255
Osmolality (mmol/Kg),Lymphocyte number,-0.0163
Aspartate aminotransferase AST (U/L),Lymphocyte number,-0.0043
"Albumin, urine (mg/L) SI",Lymphocyte number,-0.0177
Segmented neutrophils percent (%),Lymphocyte number,-0.3071
Mean cell hemoglobin (pg),Lymphocyte number,0.0443
"Bilirubin, total (umol/L)",Lymphocyte number,-0.1291
Mean cell volume (fL),Lymphocyte number,0.0204
Platelet count SI (1000 cells/uL),Lymphocyte number,0.2826
Creatinine (umol/L),Lymphocyte number,-0.1331
Total calcium (mmol/L),Lymphocyte number,0.0139
Bicarbonate (mmol/L),Lymphocyte number,-0.1449
Red cell distribution width (%),Lymphocyte number,-0.0472
Total protein (g/L),Lymphocyte number,0.0532
Triglycerides (mmol/L),Lymphocyte number,0.2078
Hematocrit (%),Lymphocyte number,-0.0258
"Glucose, serum (mmol/L)",Lymphocyte number,0.0458
Red blood cell count (million cells/uL),Lymphocyte number,-0.0365
Gamma glutamyl transferase (U/L),Lymphocyte number,0.071
Albumin (g/L),Lymphocyte number,1e-04
White blood cell count (1000 cells/uL),Lymphocyte number,0.556
"Iron, refigerated (umol/L)",Lymphocyte number,-0.0237
Alanine aminotransferase ALT (U/L),Lymphocyte number,0.0452
Lactate dehydrogenase LDH (U/L),Lymphocyte number,-0.023
Sodium (mmol/L),Lymphocyte number,-0.0128
Monocyte percent (%),Lymphocyte number,-0.236
Monocyte number,Lymphocyte number,0.2998
Blood urea nitrogen (mmol/L),Lymphocyte number,-0.043
Uric acid (umol/L),Lymphocyte number,-0.0047
Globulin (g/L),Lymphocyte number,0.0601
Basophils percent (%),Lymphocyte number,-0.0173
Lymphocyte percent (%),Lymphocyte number,0.4686
Lymphocyte percent (%),Monocyte number,-0.259
Hematocrit (%),Monocyte number,0.1083
Bicarbonate (mmol/L),Monocyte number,-0.037
Albumin (g/L),Monocyte number,0.075
Blood urea nitrogen (mmol/L),Monocyte number,0.0631
Monocyte percent (%),Monocyte number,0.5136
Platelet count SI (1000 cells/uL),Monocyte number,0.1577
Segmented neutrophils number,Monocyte number,0.4257
Total protein (g/L),Monocyte number,0.0129
"Bilirubin, total (umol/L)",Monocyte number,-0.0287
Eosinophils percent (%),Monocyte number,-0.0094
Osmolality (mmol/Kg),Monocyte number,0.0241
Alkaline phosphotase (U/L),Monocyte number,0.0031
"Iron, refigerated (umol/L)",Monocyte number,-0.1174
Triglycerides (mmol/L),Monocyte number,0.0614
"Glucose, serum (mmol/L)",Monocyte number,0.0478
Mean platelet volume (fL),Monocyte number,-0.0137
Aspartate aminotransferase AST (U/L),Monocyte number,0.1154
Mean cell volume (fL),Monocyte number,0.0516
Cholesterol (mmol/L),Monocyte number,-0.086
Lactate dehydrogenase LDH (U/L),Monocyte number,0.022
Red cell distribution width (%),Monocyte number,-0.0071
Red blood cell count (million cells/uL),Monocyte number,0.0816
Uric acid (umol/L),Monocyte number,0.1078
Creatinine (umol/L),Monocyte number,0.041
Hemoglobin (g/dL),Monocyte number,0.1315
Mean cell hemoglobin (pg),Monocyte number,0.0796
White blood cell count (1000 cells/uL),Monocyte number,0.5424
Globulin (g/L),Monocyte number,-0.046
Gamma glutamyl transferase (U/L),Monocyte number,0.0404
Segmented neutrophils percent (%),Monocyte number,0.1096
Potassium (mmol/L),Monocyte number,-0.1108
Chloride (mmol/L),Monocyte number,-0.1292
Alanine aminotransferase ALT (U/L),Monocyte number,0.0929
"Albumin, urine (mg/L) SI",Monocyte number,-0.0053
Glycohemoglobin (%),Monocyte number,-0.063
Phosphorus (mmol/L),Monocyte number,0.0748
Total calcium (mmol/L),Monocyte number,-0.0099
Basophils percent (%),Monocyte number,-0.0715
Sodium (mmol/L),Monocyte number,-0.0057
Cotinine (ng/mL),Monocyte number,0.0579
Basophils percent (%),Segmented neutrophils number,-0.1641
Chloride (mmol/L),Segmented neutrophils number,-0.0904
Phosphorus (mmol/L),Segmented neutrophils number,-0.033
Hematocrit (%),Segmented neutrophils number,0.0533
Gamma glutamyl transferase (U/L),Segmented neutrophils number,0.0228
Segmented neutrophils percent (%),Segmented neutrophils number,0.807
Total protein (g/L),Segmented neutrophils number,0.1142
Total calcium (mmol/L),Segmented neutrophils number,0.0526
Creatinine (umol/L),Segmented neutrophils number,-0.0137
Aspartate aminotransferase AST (U/L),Segmented neutrophils number,-0.0121
Osmolality (mmol/Kg),Segmented neutrophils number,0.0061
Alanine aminotransferase ALT (U/L),Segmented neutrophils number,0.108
Hemoglobin (g/dL),Segmented neutrophils number,0.0723
Alkaline phosphotase (U/L),Segmented neutrophils number,-0.2095
Mean cell hemoglobin (pg),Segmented neutrophils number,0.0636
Blood urea nitrogen (mmol/L),Segmented neutrophils number,0.0711
Red blood cell count (million cells/uL),Segmented neutrophils number,0.0315
Lymphocyte percent (%),Segmented neutrophils number,-0.7187
Mean platelet volume (fL),Segmented neutrophils number,0.009
Platelet count SI (1000 cells/uL),Segmented neutrophils number,0.2432
Potassium (mmol/L),Segmented neutrophils number,-0.1006
Red cell distribution width (%),Segmented neutrophils number,-0.0271
Eosinophils percent (%),Segmented neutrophils number,-0.2882
Bicarbonate (mmol/L),Segmented neutrophils number,-0.1316
Albumin (g/L),Segmented neutrophils number,0.1065
"Glucose, serum (mmol/L)",Segmented neutrophils number,-0.1034
"Iron, refigerated (umol/L)",Segmented neutrophils number,-0.1461
Monocyte percent (%),Segmented neutrophils number,-0.4759
Lactate dehydrogenase LDH (U/L),Segmented neutrophils number,-0.0638
"Bilirubin, total (umol/L)",Segmented neutrophils number,-0.0519
Uric acid (umol/L),Segmented neutrophils number,0.0635
White blood cell count (1000 cells/uL),Segmented neutrophils number,0.9269
Mean cell volume (fL),Segmented neutrophils number,0.04
Glycohemoglobin (%),Segmented neutrophils number,-0.0448
Triglycerides (mmol/L),Segmented neutrophils number,0.1373
Globulin (g/L),Segmented neutrophils number,0.0419
"Albumin, urine (mg/L) SI",Segmented neutrophils number,0.0107
Cotinine (ng/mL),Segmented neutrophils number,0.0887
Cholesterol (mmol/L),Segmented neutrophils number,0.0045
Sodium (mmol/L),Segmented neutrophils number,-0.0139
Alkaline phosphotase (U/L),Albumin (g/L),0.0919
Uric acid (umol/L),Albumin (g/L),0.195
Hematocrit (%),Albumin (g/L),0.4112
Total protein (g/L),Albumin (g/L),0.5559
Mean platelet volume (fL),Albumin (g/L),0.0018
Phosphorus (mmol/L),Albumin (g/L),0.0449
Aspartate aminotransferase AST (U/L),Albumin (g/L),0.1586
Alanine aminotransferase ALT (U/L),Albumin (g/L),0.0911
Gamma glutamyl transferase (U/L),Albumin (g/L),0.0619
Total calcium (mmol/L),Albumin (g/L),0.5587
Blood urea nitrogen (mmol/L),Albumin (g/L),0.1939
Glycohemoglobin (%),Albumin (g/L),-0.0656
Eosinophils percent (%),Albumin (g/L),-0.0494
Bicarbonate (mmol/L),Albumin (g/L),0.1409
Chloride (mmol/L),Albumin (g/L),-0.3187
Triglycerides (mmol/L),Albumin (g/L),0.0026
Mean cell hemoglobin (pg),Albumin (g/L),0.1322
Red blood cell count (million cells/uL),Albumin (g/L),0.3382
Potassium (mmol/L),Albumin (g/L),-0.0262
Segmented neutrophils percent (%),Albumin (g/L),0.0973
Red cell distribution width (%),Albumin (g/L),-0.1395
Sodium (mmol/L),Albumin (g/L),0.126
Hemoglobin (g/dL),Albumin (g/L),0.4195
Basophils percent (%),Albumin (g/L),0.0986
"Glucose, serum (mmol/L)",Albumin (g/L),0.0383
"Albumin, urine (mg/L) SI",Albumin (g/L),-0.0088
Platelet count SI (1000 cells/uL),Albumin (g/L),-0.0874
"Bilirubin, total (umol/L)",Albumin (g/L),0.3
Globulin (g/L),Albumin (g/L),-0.2089
Mean cell volume (fL),Albumin (g/L),0.1364
Lymphocyte percent (%),Albumin (g/L),-0.0953
Creatinine (umol/L),Albumin (g/L),0.192
"Iron, refigerated (umol/L)",Albumin (g/L),0.234
Lactate dehydrogenase LDH (U/L),Albumin (g/L),-0.012
Cholesterol (mmol/L),Albumin (g/L),0.0028
Osmolality (mmol/Kg),Albumin (g/L),0.173
White blood cell count (1000 cells/uL),Albumin (g/L),0.0914
Cotinine (ng/mL),Albumin (g/L),-0.0916
Monocyte percent (%),Albumin (g/L),-0.004
Hemoglobin (g/dL),Blood urea nitrogen (mmol/L),0.2148
Total calcium (mmol/L),Blood urea nitrogen (mmol/L),0.0344
Gamma glutamyl transferase (U/L),Blood urea nitrogen (mmol/L),-0.0073
Creatinine (umol/L),Blood urea nitrogen (mmol/L),0.2735
Mean platelet volume (fL),Blood urea nitrogen (mmol/L),0.0123
Alkaline phosphotase (U/L),Blood urea nitrogen (mmol/L),-0.0226
Bicarbonate (mmol/L),Blood urea nitrogen (mmol/L),0.0033
Lactate dehydrogenase LDH (U/L),Blood urea nitrogen (mmol/L),0.0112
Potassium (mmol/L),Blood urea nitrogen (mmol/L),0.0833
Segmented neutrophils percent (%),Blood urea nitrogen (mmol/L),0.0926
Triglycerides (mmol/L),Blood urea nitrogen (mmol/L),-0.025
Alanine aminotransferase ALT (U/L),Blood urea nitrogen (mmol/L),0.1192
Hematocrit (%),Blood urea nitrogen (mmol/L),0.1876
Basophils percent (%),Blood urea nitrogen (mmol/L),0.1262
Mean cell volume (fL),Blood urea nitrogen (mmol/L),0.1072
Aspartate aminotransferase AST (U/L),Blood urea nitrogen (mmol/L),0.1248
"Glucose, serum (mmol/L)",Blood urea nitrogen (mmol/L),0.05
White blood cell count (1000 cells/uL),Blood urea nitrogen (mmol/L),0.0429
Sodium (mmol/L),Blood urea nitrogen (mmol/L),0.0194
Total protein (g/L),Blood urea nitrogen (mmol/L),-0.0051
Cotinine (ng/mL),Blood urea nitrogen (mmol/L),-0.0568
Cholesterol (mmol/L),Blood urea nitrogen (mmol/L),-0.0052
"Bilirubin, total (umol/L)",Blood urea nitrogen (mmol/L),0.0766
"Albumin, urine (mg/L) SI",Blood urea nitrogen (mmol/L),-0.0038
Lymphocyte percent (%),Blood urea nitrogen (mmol/L),-0.0916
Phosphorus (mmol/L),Blood urea nitrogen (mmol/L),0.0389
"Iron, refigerated (umol/L)",Blood urea nitrogen (mmol/L),0.1071
Platelet count SI (1000 cells/uL),Blood urea nitrogen (mmol/L),-0.156
Globulin (g/L),Blood urea nitrogen (mmol/L),-0.1798
Eosinophils percent (%),Blood urea nitrogen (mmol/L),-0.0194
Chloride (mmol/L),Blood urea nitrogen (mmol/L),-0.0841
Mean cell hemoglobin (pg),Blood urea nitrogen (mmol/L),0.1332
Monocyte percent (%),Blood urea nitrogen (mmol/L),0.0341
Osmolality (mmol/Kg),Blood urea nitrogen (mmol/L),0.3687
Uric acid (umol/L),Blood urea nitrogen (mmol/L),0.2091
Red blood cell count (million cells/uL),Blood urea nitrogen (mmol/L),0.1284
Glycohemoglobin (%),Blood urea nitrogen (mmol/L),-0.0285
Red cell distribution width (%),Blood urea nitrogen (mmol/L),-0.1216
Platelet count SI (1000 cells/uL),Total calcium (mmol/L),0.1165
Total protein (g/L),Total calcium (mmol/L),0.4452
Cotinine (ng/mL),Total calcium (mmol/L),-0.0663
Phosphorus (mmol/L),Total calcium (mmol/L),0.1214
Mean cell volume (fL),Total calcium (mmol/L),0.0239
Alkaline phosphotase (U/L),Total calcium (mmol/L),0.2422
Monocyte percent (%),Total calcium (mmol/L),-0.0567
Segmented neutrophils percent (%),Total calcium (mmol/L),0.036
Osmolality (mmol/Kg),Total calcium (mmol/L),0.1421
Eosinophils percent (%),Total calcium (mmol/L),0.0387
Hemoglobin (g/dL),Total calcium (mmol/L),0.3021
"Iron, refigerated (umol/L)",Total calcium (mmol/L),0.2374
Mean cell hemoglobin (pg),Total calcium (mmol/L),0.0282
Lymphocyte percent (%),Total calcium (mmol/L),-0.0399
Cholesterol (mmol/L),Total calcium (mmol/L),0.1554
Aspartate aminotransferase AST (U/L),Total calcium (mmol/L),0.1449
Mean platelet volume (fL),Total calcium (mmol/L),-0.0157
White blood cell count (1000 cells/uL),Total calcium (mmol/L),0.053
Bicarbonate (mmol/L),Total calcium (mmol/L),0.0977
"Bilirubin, total (umol/L)",Total calcium (mmol/L),0.168
Hematocrit (%),Total calcium (mmol/L),0.299
Potassium (mmol/L),Total calcium (mmol/L),0.1968
Triglycerides (mmol/L),Total calcium (mmol/L),0.0964
Glycohemoglobin (%),Total calcium (mmol/L),0.0303
Basophils percent (%),Total calcium (mmol/L),0.1092
Gamma glutamyl transferase (U/L),Total calcium (mmol/L),0.0887
Red cell distribution width (%),Total calcium (mmol/L),-0.0448
Uric acid (umol/L),Total calcium (mmol/L),0.1521
Red blood cell count (million cells/uL),Total calcium (mmol/L),0.2884
Sodium (mmol/L),Total calcium (mmol/L),0.1532
"Glucose, serum (mmol/L)",Total calcium (mmol/L),0.0579
Creatinine (umol/L),Total calcium (mmol/L),0.0233
Chloride (mmol/L),Total calcium (mmol/L),-0.2223
"Albumin, urine (mg/L) SI",Total calcium (mmol/L),-0.0491
Globulin (g/L),Total calcium (mmol/L),0.0415
Alanine aminotransferase ALT (U/L),Total calcium (mmol/L),0.0987
Lactate dehydrogenase LDH (U/L),Total calcium (mmol/L),0.0176
Osmolality (mmol/Kg),Cholesterol (mmol/L),-0.0945
Red cell distribution width (%),Cholesterol (mmol/L),-0.0081
Bicarbonate (mmol/L),Cholesterol (mmol/L),-0.0584
Aspartate aminotransferase AST (U/L),Cholesterol (mmol/L),0.0467
Monocyte percent (%),Cholesterol (mmol/L),-0.1079
Sodium (mmol/L),Cholesterol (mmol/L),-0.0945
Hematocrit (%),Cholesterol (mmol/L),-0.0547
Mean cell hemoglobin (pg),Cholesterol (mmol/L),-0.0253
"Bilirubin, total (umol/L)",Cholesterol (mmol/L),0.0357
Cotinine (ng/mL),Cholesterol (mmol/L),-0.0923
Lymphocyte percent (%),Cholesterol (mmol/L),0.0207
Lactate dehydrogenase LDH (U/L),Cholesterol (mmol/L),0.0619
Gamma glutamyl transferase (U/L),Cholesterol (mmol/L),0.1465
White blood cell count (1000 cells/uL),Cholesterol (mmol/L),0.0208
Platelet count SI (1000 cells/uL),Cholesterol (mmol/L),0.1738
Uric acid (umol/L),Cholesterol (mmol/L),0.0101
Hemoglobin (g/dL),Cholesterol (mmol/L),-0.0341
Globulin (g/L),Cholesterol (mmol/L),0.101
Alkaline phosphotase (U/L),Cholesterol (mmol/L),-0.0232
Mean cell volume (fL),Cholesterol (mmol/L),-0.0644
Total protein (g/L),Cholesterol (mmol/L),0.0777
Segmented neutrophils percent (%),Cholesterol (mmol/L),-0.0206
Alanine aminotransferase ALT (U/L),Cholesterol (mmol/L),0.0865
Eosinophils percent (%),Cholesterol (mmol/L),0.0022
"Iron, refigerated (umol/L)",Cholesterol (mmol/L),0.1189
"Glucose, serum (mmol/L)",Cholesterol (mmol/L),-0.0296
Mean platelet volume (fL),Cholesterol (mmol/L),-0.0706
"Albumin, urine (mg/L) SI",Cholesterol (mmol/L),-0.0578
Creatinine (umol/L),Cholesterol (mmol/L),-0.0783
Chloride (mmol/L),Cholesterol (mmol/L),-0.1049
Triglycerides (mmol/L),Cholesterol (mmol/L),0.3512
Glycohemoglobin (%),Cholesterol (mmol/L),0.0471
Phosphorus (mmol/L),Cholesterol (mmol/L),0.0169
Basophils percent (%),Cholesterol (mmol/L),0.0292
Potassium (mmol/L),Cholesterol (mmol/L),0.0061
